,image_location,class_id
0,./traffic-sign/train/00000/01153_00000.png,0
1,./traffic-sign/train/00000/01153_00001.png,0
2,./traffic-sign/train/00000/01153_00002.png,0
3,./traffic-sign/train/00000/01160_00000.png,0
4,./traffic-sign/train/00000/01160_00001.png,0
5,./traffic-sign/train/00000/01160_00002.png,0
6,./traffic-sign/train/00000/01797_00000.png,0
7,./traffic-sign/train/00000/01797_00001.png,0
8,./traffic-sign/train/00000/01797_00002.png,0
9,./traffic-sign/train/00000/01798_00000.png,0
10,./traffic-sign/train/00000/01798_00001.png,0
11,./traffic-sign/train/00000/01798_00002.png,0
12,./traffic-sign/train/00000/01799_00000.png,0
13,./traffic-sign/train/00000/01799_00001.png,0
14,./traffic-sign/train/00000/01799_00002.png,0
15,./traffic-sign/train/00001/00025_00000.png,1
16,./traffic-sign/train/00001/00025_00001.png,1
17,./traffic-sign/train/00001/00025_00002.png,1
18,./traffic-sign/train/00001/00029_00000.png,1
19,./traffic-sign/train/00001/00029_00001.png,1
20,./traffic-sign/train/00001/00029_00002.png,1
21,./traffic-sign/train/00001/00079_00000.png,1
22,./traffic-sign/train/00001/00079_00001.png,1
23,./traffic-sign/train/00001/00079_00002.png,1
24,./traffic-sign/train/00001/00136_00000.png,1
25,./traffic-sign/train/00001/00136_00001.png,1
26,./traffic-sign/train/00001/00136_00002.png,1
27,./traffic-sign/train/00001/00143_00000.png,1
28,./traffic-sign/train/00001/00143_00001.png,1
29,./traffic-sign/train/00001/00143_00002.png,1
30,./traffic-sign/train/00001/00455_00000.png,1
31,./traffic-sign/train/00001/00455_00001.png,1
32,./traffic-sign/train/00001/00455_00002.png,1
33,./traffic-sign/train/00001/00468_00000.png,1
34,./traffic-sign/train/00001/00468_00001.png,1
35,./traffic-sign/train/00001/00468_00002.png,1
36,./traffic-sign/train/00001/00475_00000.png,1
37,./traffic-sign/train/00001/00475_00001.png,1
38,./traffic-sign/train/00001/00475_00002.png,1
39,./traffic-sign/train/00001/00801_00000.png,1
40,./traffic-sign/train/00001/00801_00001.png,1
41,./traffic-sign/train/00001/00801_00002.png,1
42,./traffic-sign/train/00001/00806_00000.png,1
43,./traffic-sign/train/00001/00806_00001.png,1
44,./traffic-sign/train/00001/00806_00002.png,1
45,./traffic-sign/train/00001/00874_00000.png,1
46,./traffic-sign/train/00001/00874_00001.png,1
47,./traffic-sign/train/00001/00874_00002.png,1
48,./traffic-sign/train/00001/00876_00000.png,1
49,./traffic-sign/train/00001/00876_00001.png,1
50,./traffic-sign/train/00001/00876_00002.png,1
51,./traffic-sign/train/00001/00877_00000.png,1
52,./traffic-sign/train/00001/00877_00001.png,1
53,./traffic-sign/train/00001/00877_00002.png,1
54,./traffic-sign/train/00001/00881_00000.png,1
55,./traffic-sign/train/00001/00881_00001.png,1
56,./traffic-sign/train/00001/00881_00002.png,1
57,./traffic-sign/train/00001/00897_00000.png,1
58,./traffic-sign/train/00001/00897_00001.png,1
59,./traffic-sign/train/00001/00897_00002.png,1
60,./traffic-sign/train/00001/00900_00000.png,1
61,./traffic-sign/train/00001/00900_00001.png,1
62,./traffic-sign/train/00001/00900_00002.png,1
63,./traffic-sign/train/00001/00920_00000.png,1
64,./traffic-sign/train/00001/00920_00001.png,1
65,./traffic-sign/train/00001/00920_00002.png,1
66,./traffic-sign/train/00001/00921_00000.png,1
67,./traffic-sign/train/00001/00921_00001.png,1
68,./traffic-sign/train/00001/00933_00000.png,1
69,./traffic-sign/train/00001/00933_00001.png,1
70,./traffic-sign/train/00001/00933_00002.png,1
71,./traffic-sign/train/00001/00941_00000.png,1
72,./traffic-sign/train/00001/00941_00001.png,1
73,./traffic-sign/train/00001/00941_00002.png,1
74,./traffic-sign/train/00001/00947_00000.png,1
75,./traffic-sign/train/00001/00947_00001.png,1
76,./traffic-sign/train/00001/00947_00002.png,1
77,./traffic-sign/train/00001/00965_00000.png,1
78,./traffic-sign/train/00001/00965_00001.png,1
79,./traffic-sign/train/00001/00965_00002.png,1
80,./traffic-sign/train/00001/01028_00000.png,1
81,./traffic-sign/train/00001/01028_00001.png,1
82,./traffic-sign/train/00001/01028_00002.png,1
83,./traffic-sign/train/00001/01103_00000.png,1
84,./traffic-sign/train/00001/01103_00001.png,1
85,./traffic-sign/train/00001/01103_00002.png,1
86,./traffic-sign/train/00001/01114_00000.png,1
87,./traffic-sign/train/00001/01114_00001.png,1
88,./traffic-sign/train/00001/01114_00002.png,1
89,./traffic-sign/train/00001/01278_00000.png,1
90,./traffic-sign/train/00001/01278_00001.png,1
91,./traffic-sign/train/00001/01278_00002.png,1
92,./traffic-sign/train/00001/01556_00000.png,1
93,./traffic-sign/train/00001/01556_00001.png,1
94,./traffic-sign/train/00001/01556_00002.png,1
95,./traffic-sign/train/00001/01584_00000.png,1
96,./traffic-sign/train/00001/01584_00001.png,1
97,./traffic-sign/train/00001/01584_00002.png,1
98,./traffic-sign/train/00001/01585_00000.png,1
99,./traffic-sign/train/00001/01585_00001.png,1
100,./traffic-sign/train/00001/01585_00002.png,1
101,./traffic-sign/train/00001/01590_00000.png,1
102,./traffic-sign/train/00001/01590_00001.png,1
103,./traffic-sign/train/00001/01590_00002.png,1
104,./traffic-sign/train/00001/01651_00000.png,1
105,./traffic-sign/train/00001/01651_00001.png,1
106,./traffic-sign/train/00001/01651_00002.png,1
107,./traffic-sign/train/00001/01662_00000.png,1
108,./traffic-sign/train/00001/01662_00001.png,1
109,./traffic-sign/train/00001/01662_00002.png,1
110,./traffic-sign/train/00001/01681_00000.png,1
111,./traffic-sign/train/00001/01681_00001.png,1
112,./traffic-sign/train/00001/01681_00002.png,1
113,./traffic-sign/train/00001/01699_00000.png,1
114,./traffic-sign/train/00001/01699_00001.png,1
115,./traffic-sign/train/00001/01699_00002.png,1
116,./traffic-sign/train/00001/01850_00000.png,1
117,./traffic-sign/train/00001/01850_00001.png,1
118,./traffic-sign/train/00001/01850_00002.png,1
119,./traffic-sign/train/00001/01854_00000.png,1
120,./traffic-sign/train/00001/01854_00001.png,1
121,./traffic-sign/train/00001/01854_00002.png,1
122,./traffic-sign/train/00001/01971_00000.png,1
123,./traffic-sign/train/00001/01971_00001.png,1
124,./traffic-sign/train/00001/01971_00002.png,1
125,./traffic-sign/train/00002/00270_00000.png,2
126,./traffic-sign/train/00002/00270_00001.png,2
127,./traffic-sign/train/00002/00270_00002.png,2
128,./traffic-sign/train/00002/01320_00000.png,2
129,./traffic-sign/train/00002/01503_00000.png,2
130,./traffic-sign/train/00002/01503_00001.png,2
131,./traffic-sign/train/00002/01503_00002.png,2
132,./traffic-sign/train/00002/01515_00000.png,2
133,./traffic-sign/train/00002/01515_00001.png,2
134,./traffic-sign/train/00002/01515_00002.png,2
135,./traffic-sign/train/00002/01722_00000.png,2
136,./traffic-sign/train/00002/01722_00001.png,2
137,./traffic-sign/train/00002/01722_00002.png,2
138,./traffic-sign/train/00003/00207_00000.png,3
139,./traffic-sign/train/00003/00207_00001.png,3
140,./traffic-sign/train/00003/00207_00002.png,3
141,./traffic-sign/train/00003/00211_00000.png,3
142,./traffic-sign/train/00003/00211_00001.png,3
143,./traffic-sign/train/00003/00211_00002.png,3
144,./traffic-sign/train/00003/00259_00000.png,3
145,./traffic-sign/train/00003/00259_00001.png,3
146,./traffic-sign/train/00003/00259_00002.png,3
147,./traffic-sign/train/00003/00391_00000.png,3
148,./traffic-sign/train/00003/00391_00001.png,3
149,./traffic-sign/train/00003/00391_00002.png,3
150,./traffic-sign/train/00003/01291_00000.png,3
151,./traffic-sign/train/00003/01291_00001.png,3
152,./traffic-sign/train/00003/01291_00002.png,3
153,./traffic-sign/train/00004/00145_00000.png,4
154,./traffic-sign/train/00004/00145_00001.png,4
155,./traffic-sign/train/00004/00145_00002.png,4
156,./traffic-sign/train/00004/00214_00000.png,4
157,./traffic-sign/train/00004/00214_00001.png,4
158,./traffic-sign/train/00004/00214_00002.png,4
159,./traffic-sign/train/00004/00282_00000.png,4
160,./traffic-sign/train/00004/00282_00001.png,4
161,./traffic-sign/train/00004/00282_00002.png,4
162,./traffic-sign/train/00004/00623_00000.png,4
163,./traffic-sign/train/00004/00623_00001.png,4
164,./traffic-sign/train/00004/00623_00002.png,4
165,./traffic-sign/train/00004/01312_00000.png,4
166,./traffic-sign/train/00004/01312_00001.png,4
167,./traffic-sign/train/00004/01312_00002.png,4
168,./traffic-sign/train/00005/00261_00000.png,5
169,./traffic-sign/train/00005/00261_00001.png,5
170,./traffic-sign/train/00005/00390_00000.png,5
171,./traffic-sign/train/00005/00390_00001.png,5
172,./traffic-sign/train/00005/00390_00002.png,5
173,./traffic-sign/train/00005/00575_00000.png,5
174,./traffic-sign/train/00005/00575_00001.png,5
175,./traffic-sign/train/00005/00575_00002.png,5
176,./traffic-sign/train/00005/01893_00000.png,5
177,./traffic-sign/train/00005/01893_00001.png,5
178,./traffic-sign/train/00005/01893_00002.png,5
179,./traffic-sign/train/00006/00147_00000.png,6
180,./traffic-sign/train/00006/00147_00001.png,6
181,./traffic-sign/train/00006/00147_00002.png,6
182,./traffic-sign/train/00006/00215_00000.png,6
183,./traffic-sign/train/00006/00215_00001.png,6
184,./traffic-sign/train/00006/00215_00002.png,6
185,./traffic-sign/train/00006/00220_00000.png,6
186,./traffic-sign/train/00006/00220_00001.png,6
187,./traffic-sign/train/00006/00220_00002.png,6
188,./traffic-sign/train/00006/00221_00000.png,6
189,./traffic-sign/train/00006/00221_00001.png,6
190,./traffic-sign/train/00006/00221_00002.png,6
191,./traffic-sign/train/00006/00326_00000.png,6
192,./traffic-sign/train/00006/00326_00001.png,6
193,./traffic-sign/train/00006/00326_00002.png,6
194,./traffic-sign/train/00006/00327_00000.png,6
195,./traffic-sign/train/00006/00327_00001.png,6
196,./traffic-sign/train/00006/00327_00002.png,6
197,./traffic-sign/train/00007/00014_00000.png,7
198,./traffic-sign/train/00007/00014_00001.png,7
199,./traffic-sign/train/00007/00014_00002.png,7
200,./traffic-sign/train/00007/00051_00000.png,7
201,./traffic-sign/train/00007/00051_00001.png,7
202,./traffic-sign/train/00007/00051_00002.png,7
203,./traffic-sign/train/00007/00057_00000.png,7
204,./traffic-sign/train/00007/00057_00001.png,7
205,./traffic-sign/train/00007/00057_00002.png,7
206,./traffic-sign/train/00007/00068_00000.png,7
207,./traffic-sign/train/00007/00068_00001.png,7
208,./traffic-sign/train/00007/00068_00002.png,7
209,./traffic-sign/train/00007/00132_00000.png,7
210,./traffic-sign/train/00007/00132_00001.png,7
211,./traffic-sign/train/00007/00132_00002.png,7
212,./traffic-sign/train/00007/00259_00000.png,7
213,./traffic-sign/train/00007/00259_00001.png,7
214,./traffic-sign/train/00007/00259_00002.png,7
215,./traffic-sign/train/00007/00295_00000.png,7
216,./traffic-sign/train/00007/00295_00001.png,7
217,./traffic-sign/train/00007/00299_00000.png,7
218,./traffic-sign/train/00007/00299_00001.png,7
219,./traffic-sign/train/00007/00299_00002.png,7
220,./traffic-sign/train/00007/00305_00000.png,7
221,./traffic-sign/train/00007/00305_00001.png,7
222,./traffic-sign/train/00007/00305_00002.png,7
223,./traffic-sign/train/00007/00614_00000.png,7
224,./traffic-sign/train/00007/00614_00001.png,7
225,./traffic-sign/train/00007/00614_00002.png,7
226,./traffic-sign/train/00007/00618_00000.png,7
227,./traffic-sign/train/00007/00618_00001.png,7
228,./traffic-sign/train/00007/00618_00002.png,7
229,./traffic-sign/train/00007/00689_00000.png,7
230,./traffic-sign/train/00007/00689_00001.png,7
231,./traffic-sign/train/00007/00689_00002.png,7
232,./traffic-sign/train/00007/00689_00003.png,7
233,./traffic-sign/train/00007/00719_00000.png,7
234,./traffic-sign/train/00007/00719_00001.png,7
235,./traffic-sign/train/00007/00719_00002.png,7
236,./traffic-sign/train/00007/00736_00000.png,7
237,./traffic-sign/train/00007/00736_00001.png,7
238,./traffic-sign/train/00007/00736_00002.png,7
239,./traffic-sign/train/00007/00748_00000.png,7
240,./traffic-sign/train/00007/00748_00001.png,7
241,./traffic-sign/train/00007/00769_00000.png,7
242,./traffic-sign/train/00007/00769_00001.png,7
243,./traffic-sign/train/00007/00769_00002.png,7
244,./traffic-sign/train/00007/00770_00000.png,7
245,./traffic-sign/train/00007/00770_00001.png,7
246,./traffic-sign/train/00007/00770_00002.png,7
247,./traffic-sign/train/00007/00781_00000.png,7
248,./traffic-sign/train/00007/00781_00001.png,7
249,./traffic-sign/train/00007/00781_00002.png,7
250,./traffic-sign/train/00007/00987_00000.png,7
251,./traffic-sign/train/00007/00987_00001.png,7
252,./traffic-sign/train/00007/00987_00002.png,7
253,./traffic-sign/train/00007/00992_00000.png,7
254,./traffic-sign/train/00007/00992_00001.png,7
255,./traffic-sign/train/00007/00992_00002.png,7
256,./traffic-sign/train/00007/01017_00000.png,7
257,./traffic-sign/train/00007/01017_00001.png,7
258,./traffic-sign/train/00007/01017_00002.png,7
259,./traffic-sign/train/00007/01061_00000.png,7
260,./traffic-sign/train/00007/01061_00001.png,7
261,./traffic-sign/train/00007/01061_00002.png,7
262,./traffic-sign/train/00007/01061_00003.png,7
263,./traffic-sign/train/00007/01062_00000.png,7
264,./traffic-sign/train/00007/01062_00001.png,7
265,./traffic-sign/train/00007/01062_00002.png,7
266,./traffic-sign/train/00007/01077_00000.png,7
267,./traffic-sign/train/00007/01077_00001.png,7
268,./traffic-sign/train/00007/01077_00002.png,7
269,./traffic-sign/train/00007/01080_00000.png,7
270,./traffic-sign/train/00007/01080_00001.png,7
271,./traffic-sign/train/00007/01080_00002.png,7
272,./traffic-sign/train/00007/01081_00000.png,7
273,./traffic-sign/train/00007/01081_00001.png,7
274,./traffic-sign/train/00007/01081_00002.png,7
275,./traffic-sign/train/00007/01138_00000.png,7
276,./traffic-sign/train/00007/01138_00001.png,7
277,./traffic-sign/train/00007/01138_00002.png,7
278,./traffic-sign/train/00007/01139_00000.png,7
279,./traffic-sign/train/00007/01139_00001.png,7
280,./traffic-sign/train/00007/01139_00002.png,7
281,./traffic-sign/train/00007/01152_00000.png,7
282,./traffic-sign/train/00007/01152_00001.png,7
283,./traffic-sign/train/00007/01152_00002.png,7
284,./traffic-sign/train/00007/01159_00000.png,7
285,./traffic-sign/train/00007/01159_00001.png,7
286,./traffic-sign/train/00007/01159_00002.png,7
287,./traffic-sign/train/00007/01186_00000.png,7
288,./traffic-sign/train/00007/01186_00001.png,7
289,./traffic-sign/train/00007/01186_00002.png,7
290,./traffic-sign/train/00007/01189_00000.png,7
291,./traffic-sign/train/00007/01189_00001.png,7
292,./traffic-sign/train/00007/01189_00002.png,7
293,./traffic-sign/train/00007/01195_00000.png,7
294,./traffic-sign/train/00007/01195_00001.png,7
295,./traffic-sign/train/00007/01195_00002.png,7
296,./traffic-sign/train/00007/01339_00000.png,7
297,./traffic-sign/train/00007/01339_00001.png,7
298,./traffic-sign/train/00007/01339_00002.png,7
299,./traffic-sign/train/00007/01388_00000.png,7
300,./traffic-sign/train/00007/01388_00001.png,7
301,./traffic-sign/train/00007/01388_00002.png,7
302,./traffic-sign/train/00007/01393_00000.png,7
303,./traffic-sign/train/00007/01393_00001.png,7
304,./traffic-sign/train/00007/01393_00002.png,7
305,./traffic-sign/train/00007/01397_00000.png,7
306,./traffic-sign/train/00007/01397_00001.png,7
307,./traffic-sign/train/00007/01397_00002.png,7
308,./traffic-sign/train/00007/01406_00000.png,7
309,./traffic-sign/train/00007/01406_00001.png,7
310,./traffic-sign/train/00007/01406_00002.png,7
311,./traffic-sign/train/00007/01423_00000.png,7
312,./traffic-sign/train/00007/01423_00001.png,7
313,./traffic-sign/train/00007/01426_00000.png,7
314,./traffic-sign/train/00007/01426_00001.png,7
315,./traffic-sign/train/00007/01426_00002.png,7
316,./traffic-sign/train/00007/01433_00000.png,7
317,./traffic-sign/train/00007/01433_00001.png,7
318,./traffic-sign/train/00007/01433_00002.png,7
319,./traffic-sign/train/00007/01485_00000.png,7
320,./traffic-sign/train/00007/01485_00001.png,7
321,./traffic-sign/train/00007/01485_00002.png,7
322,./traffic-sign/train/00007/01531_00000.png,7
323,./traffic-sign/train/00007/01531_00001.png,7
324,./traffic-sign/train/00007/01531_00002.png,7
325,./traffic-sign/train/00007/01537_00000.png,7
326,./traffic-sign/train/00007/01537_00001.png,7
327,./traffic-sign/train/00007/01537_00002.png,7
328,./traffic-sign/train/00007/01598_00000.png,7
329,./traffic-sign/train/00007/01598_00001.png,7
330,./traffic-sign/train/00007/01598_00002.png,7
331,./traffic-sign/train/00007/01605_00000.png,7
332,./traffic-sign/train/00007/01605_00001.png,7
333,./traffic-sign/train/00007/01605_00002.png,7
334,./traffic-sign/train/00007/01653_00000.png,7
335,./traffic-sign/train/00007/01653_00001.png,7
336,./traffic-sign/train/00007/01653_00002.png,7
337,./traffic-sign/train/00007/01700_00000.png,7
338,./traffic-sign/train/00007/01700_00001.png,7
339,./traffic-sign/train/00007/01782_00000.png,7
340,./traffic-sign/train/00007/01782_00001.png,7
341,./traffic-sign/train/00007/01782_00002.png,7
342,./traffic-sign/train/00007/01794_00000.png,7
343,./traffic-sign/train/00007/01794_00001.png,7
344,./traffic-sign/train/00007/01794_00002.png,7
345,./traffic-sign/train/00007/01801_00000.png,7
346,./traffic-sign/train/00007/01801_00001.png,7
347,./traffic-sign/train/00007/01801_00002.png,7
348,./traffic-sign/train/00007/01880_00000.png,7
349,./traffic-sign/train/00007/01880_00001.png,7
350,./traffic-sign/train/00007/01880_00002.png,7
351,./traffic-sign/train/00007/01888_00000.png,7
352,./traffic-sign/train/00007/01888_00001.png,7
353,./traffic-sign/train/00007/01888_00002.png,7
354,./traffic-sign/train/00008/00046_00000.png,8
355,./traffic-sign/train/00008/00046_00001.png,8
356,./traffic-sign/train/00008/00046_00002.png,8
357,./traffic-sign/train/00008/01016_00000.png,8
358,./traffic-sign/train/00008/01016_00001.png,8
